DATE,FGPT,FOPT,FVPT,FWPT
2000-01-01,0.0,0.0,0.0,0.0
2001-01-01,475826688.0,2591849.0,4628205.0,439485.375
2002-01-01,919193216.0,5062933.5,9755398.0,1565453.125
2003-01-01,1206145664.0,6665779.0,14876264.0,4038432.5
2004-01-01,1206714880.0,6668939.5,14889953.0,4046778.5
